lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
13,45,92,209,423,787,1793,1325,2322,10/8/23
6,37,83,199,415,788,1841,1348,2403,10/15/23
3,33,80,198,422,813,1941,1410,2551,10/22/23
0,29,75,193,420,823,2007,1447,2654,10/29/23
0,26,73,193,426,846,2100,1504,2794,11/5/23
0,30,79,207,458,915,2302,1640,3077,11/12/23
0,24,72,197,447,905,2316,1640,3112,11/19/23
0,26,76,207,470,958,2479,1748,3345,11/26/23
1,36,90,235,528,1077,2807,1972,3799,12/3/23
0,29,82,223,510,1053,2782,1945,3780,12/10/23
0,21,71,205,481,1007,2696,1876,3678,12/17/23
0,19,69,203,482,1015,2745,1904,3757,12/24/23
17,60,127,311,692,1429,3835,2662,5250,12/31/23
29,76,151,356,784,1615,4351,3015,5967,1/7/24
42,94,177,406,887,1824,4929,3409,6770,1/14/24
37,87,169,392,864,1788,4867,3358,6700,1/21/24
45,99,186,426,935,1936,5288,3643,7290,1/28/24
52,109,201,455,996,2063,5652,3888,7803,2/4/24
53,111,205,464,1016,2110,5806,3988,8027,2/11/24
61,122,221,495,1082,2248,6200,4254,8581,2/18/24
78,146,256,562,1218,2524,6966,4776,9647,2/25/24
92,165,284,615,1327,2747,7592,5202,10522,3/3/24
116,198,334,709,1517,3133,8662,5933,12011,3/10/24
127,214,357,754,1610,3326,9207,6302,12775,3/17/24
126,213,355,752,1609,3329,9237,6317,12826,3/24/24
148,244,401,838,1784,3686,10228,6993,14207,3/31/24
142,236,389,818,1746,3612,10044,6862,13960,4/7/24
127,215,359,762,1635,3393,9461,6458,13159,4/14/24
127,215,360,764,1642,3410,9520,6496,13246,4/21/24
121,207,348,743,1600,3328,9305,6345,12952,4/28/24
113,196,332,712,1539,3207,8983,6122,12509,5/5/24
90,164,285,625,1364,2856,8026,5465,11184,5/12/24
50,109,205,474,1060,2244,6347,4314,8854,5/19/24
29,79,161,392,894,1909,5430,3685,7582,5/26/24
11,55,126,326,761,1642,4697,3183,6565,6/2/24
0,34,96,270,648,1414,4071,2754,5696,6/9/24
0,16,70,220,548,1211,3513,2372,4922,6/16/24
0,5,54,190,487,1089,3179,2143,4459,6/23/24
0,0,40,164,434,982,2888,1943,4055,6/30/24
0,0,21,129,364,840,2497,1675,3513,7/7/24
0,0,7,102,309,729,2192,1466,3088,7/14/24
0,0,0,79,263,637,1940,1293,2739,7/21/24
0,0,0,69,243,597,1829,1217,2585,7/28/24
0,0,0,64,232,575,1769,1176,2503,8/4/24
0,0,0,46,197,504,1575,1043,2232,8/11/24
0,0,0,41,188,484,1521,1006,2158,8/18/24
0,0,0,26,156,420,1344,885,1912,8/25/24
0,0,0,25,155,418,1340,882,1906,9/1/24
0,0,0,27,159,427,1365,900,1942,9/8/24
0,0,0,22,149,407,1309,861,1864,9/15/24
0,0,0,22,149,407,1311,862,1867,9/22/24
0,0,0,20,145,399,1289,847,1837,9/29/24
