lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,15,64,145,265,549,424,683,10/9/22
0,0,18,70,156,285,594,457,740,10/16/22
0,0,16,69,156,290,611,467,764,10/23/22
0,0,20,77,171,315,666,509,836,10/30/22
0,8,37,102,213,383,802,614,1006,11/6/22
0,17,48,121,244,435,910,696,1142,11/13/22
9,34,71,156,301,529,1102,843,1383,11/20/22
13,39,78,169,324,570,1192,910,1499,11/27/22
20,49,91,190,361,633,1327,1012,1672,12/4/22
21,51,95,197,375,660,1394,1060,1760,12/11/22
5,31,69,159,317,571,1230,929,1561,12/18/22
0,24,60,147,300,548,1195,899,1521,12/25/22
37,72,123,246,464,817,1748,1322,2220,1/1/23
65,107,170,321,588,1026,2186,1654,2777,1/8/23
92,142,217,396,715,1241,2642,1998,3360,1/15/23
113,170,253,455,817,1416,3022,2282,3848,1/22/23
128,189,279,499,894,1550,3322,2504,4237,1/29/23
132,195,288,516,926,1612,3473,2612,4437,2/5/23
138,203,300,537,966,1686,3651,2741,4673,2/12/23
136,202,299,537,971,1702,3706,2777,4753,2/19/23
150,219,323,578,1045,1834,4009,2999,5149,2/26/23
150,220,325,583,1058,1862,4092,3055,5265,3/5/23
157,229,339,607,1104,1948,4298,3203,5537,3/12/23
154,226,335,604,1102,1952,4330,3221,5588,3/19/23
152,224,333,602,1103,1961,4370,3245,5649,3/26/23
145,215,322,588,1082,1931,4327,3207,5602,4/2/23
131,197,299,551,1023,1836,4140,3062,5368,4/9/23
120,185,282,526,983,1772,4017,2965,5218,4/16/23
97,155,242,462,875,1591,3635,2676,4730,4/23/23
82,136,218,423,810,1482,3408,2504,4444,4/30/23
55,101,171,347,679,1258,2924,2141,3821,5/7/23
22,59,114,255,520,984,2323,1693,3046,5/14/23
0,30,76,192,412,798,1914,1389,2518,5/21/23
0,18,59,165,365,717,1739,1258,2293,5/28/23
0,0,34,123,292,591,1460,1050,1933,6/4/23
0,0,22,103,259,533,1335,956,1771,6/11/23
0,0,14,90,237,496,1254,896,1667,6/18/23
0,0,3,72,206,443,1139,810,1520,6/25/23
0,0,0,52,171,383,1008,712,1351,7/2/23
0,0,0,37,145,338,909,638,1223,7/9/23
0,0,0,31,136,322,878,614,1185,7/16/23
0,0,0,22,119,294,816,568,1105,7/23/23
0,0,0,18,113,284,797,553,1082,7/30/23
0,0,0,11,101,264,754,521,1026,8/6/23
0,0,0,13,104,270,772,533,1051,8/13/23
0,0,0,7,94,253,734,504,1002,8/20/23
0,0,0,10,101,266,769,529,1051,8/27/23
0,0,0,4,90,248,728,498,997,9/3/23
0,0,0,12,105,275,795,546,1088,9/10/23
0,0,0,9,100,268,781,535,1069,9/17/23
0,0,0,12,105,278,808,554,1108,9/24/23
0,0,0,11,104,277,808,553,1109,10/1/23
